id,nome,indirizzo,numero-civico,cap,quartiere,citta,geolocazione,telefono,fax,mobile,email,web,tipi,tipi-specifici,agenzia.intestazione,consolato.stato,consolato.console,consolato.pec,consolato.orari.giorni,consolato.orari.apertura,consolato.orari.chiusura,consolato.orari.note,accoglienza.stelle,accoglienza.camere,accoglienza.sale_meeting,accoglienza.residences,accoglienza.descrizione,accoglienza.direttore,accoglienza.gestione,divertimento-e-ristoro.cucina,divertimento-e-ristoro.orari.giorni,divertimento-e-ristoro.orari.apertura,divertimento-e-ristoro.orari.chiusura,divertimento-e-ristoro.orari.note,divertimento-e-ristoro.informazioni,luogo-da-visitare.orari.giorni,luogo-da-visitare.orari.apertura,luogo-da-visitare.orari.chiusura,luogo-da-visitare.orari.note,luogo-da-visitare.orari.visite,luogo-da-visitare.orari.servizi,luogo-da-visitare.orari.prezzi,luogo-da-visitare.informazioni_storiche,luogo-da-visitare.note,luogo-da-visitare.gestore.nome,luogo-da-visitare.gestore.indirizzo,luogo-da-visitare.gestore.cap,luogo-da-visitare.gestore.localita,luogo-da-visitare.gestore.mobile,luogo-da-visitare.gestore.telefono,luogo-da-visitare.gestore.fax,luogo-da-visitare.gestore.email,luogo-da-visitare.gestore.web,icon
139,Zaessen Viaggi,Via Malaspina,35,90145,,Palermo,"38.125073399999998,13.346606100000001",091/117538,091/197027,,zaessenviaggi@alice.it,www.zaessenviaggi.it,Agenzia di viaggi,,Zaessen Viaggi di Villafranca Rosalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shopping
5,Tourplus Sicilia,Via della Libertà,103,90143,,Palermo,"38.135515400000003,13.3487232",091/349357,091/349195,,info@tourplus.com,www.tourplus.com,Agenzia di viaggi,,Tour Plus Sicilia S.r.l.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shopping
7,Adularia Viaggi,Corso Calatafimi,724,90129,,Palermo,"38.099584299999997,13.321796000000001",091/6681856,091/6681395,,info @adulariaviaggi.com,www.adulariaviaggi.com,Agenzia di viaggi,,Adularia Viaggi S.n.c.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shopping
6,Acitour Palermo,Via Principe di Paternò,85,90144,,Palermo,"38.138478999999997,13.3373349",091/6257574,091/6250543,,info@acitour.it,www.acitourviaggi.it,Agenzia di viaggi,,Acitour Palermo S.r.l.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shopping
12,I Viaggi del sud,Via Napoli,52,90133,,Palermo,"38.118045799999997,13.361618",091/84573,091/20662,,viaggiansa@libero.it,www.iviaggidelsud.it,Agenzia di viaggi,,ANSA S.r.l.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shopping
13,I Voyages succ.,Via Valderice,11,90144,,Palermo,"38.149182600000003,13.336354500000001",091/18293,091/18293,,ivoyagespalermo@hotmail.com,,Agenzia di viaggi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shopping
29,Alternative Sicily,Via Sammartino,9,90141,,Palermo,"38.1231723,13.350963",091/6127093,091/8041071,,info@alternativesicily.com,www.alternativesicily.com,Agenzia di viaggi,,Alternative DMC S.r.l.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shopping
39,Biba Tour,Viale Emilia,45,90144,,Palermo,"38.146678199999997,13.339009799999999",091/6703133,091/515155,,info@bibatour.com,www.bibatour.com,Agenzia di viaggi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shopping
47,Borzì Viaggi Sede,Via Serradifalco, 2C,90145,,Palermo,"38.125670800000002,13.3386516",091/225511,091/6820269,,borziviaggi@borziviaggi.it,www.borziviaggi.it,Agenzia di viaggi,,Borzì Viaggi della Borzì Alberto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shopping
62,Novantacento Travel,Via Sampolo,125,90143,,Palermo,"38.143289300000013,13.348327400000001",091/371444,091/315555,,info@90100travel.it,www.90100travel.it,Agenzia di viaggi,,S.T.S. s.r.l.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shopping
68,Pachamama Inca,Via Giovanni Pascoli,13,90144,,Palermo,"38.135975899999998,13.344352300000001",091/829682,091/04148,,bica@pachamamainca.it,www.pachamamainca.it,Agenzia di viaggi,,Pachamama Inca di Bica Anna Maria Gaetana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shopping
76,Conca D'Oro Viaggi,Piazza Indipendenza,41,90129,,Palermo,"38.110088099999999,13.3520594",091/487288,091/487807,,salvo@concadoroviaggi.it,www.concadoroviaggi.it,Agenzia di viaggi,,Conca D'Oro Viaggi S.r.l.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shopping
89,Si Planet,Via Onorato Carmelo,39,90129,,Palermo,"38.108439400000002,13.345929999999999",091/22212,091/619093,,info@siplanet.it,www.siplanet.it,Agenzia di viaggi,,Si Planet di Maurizia Sicurella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shopping
90,Si Viaggiare,Via dell'Orsa Maggiore,98,90125,,Palermo,"38.093622799999999,13.3624787",091/484410,091/484100,,info@siviaggiaresrl.it,www.siviaggiaresrl.it,Agenzia di viaggi,,Si Viaggiare s.r.l.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shopping
94,Di Maria Viaggi e Turismo,Via dei Nebrodi,65,90146,,Palermo,"38.151987599999998,13.328115800000001",091/6700090,091/6700048,,info@dimariaviaggi.it,www.dimariaviaggi.it,Agenzia di viaggi,,Di Maria Service S.n.c.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shopping
95,Sogni Nel Blu,Via Salvatore Puglisi,55,90143,,Palermo,"38.141522799999997,13.352265600000001",091/124380,091/12438,,sogninelblusicilia@sogninelblu.com,www.sogninelblu.com,Agenzia di viaggi,,Martello Global Company s.r.l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shopping
101,Eleantour,Via Uditore,2,90145,,Palermo,"38.126221200000003,13.3291591",091/405118,091/405118,,eleantour@libero.it,www.eleantour.it,Agenzia di viaggi,,Sabimar S.a.s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shopping
124,Garofalo Viaggi,Via Generale Francesco La Ferla,41893,90123,,Palermo,"38.10065,13.394602",091/6216445,091/6216003,,garofaloviaggi@aliceposta.it,,Agenzia di viaggi,,Garofalo Rosalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shopping
133,Vigi Viaggi,Via San Lorenzo,95,90146,,Palermo,"38.161300199999999,13.325514800000001",091/883889,091/883889,,vigiviaggi@gmail.com,www.vigiviaggi.it,Agenzia di viaggi,,Vigi Viaggi S.a.s. di Macaluso & C.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shopping
140,Zaid Travels,Via Vittorio Emanuele,311,90134,,Palermo,"38.115495000000003,13.360951399999999",091/658617,091/658617,,zaidtravels@libero.it,,Agenzia di viaggi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shopping
11,Aglieri Viaggi,Via Mendola,2,90127,,Palermo,"38.106269699999999,13.3674166",091/6160672,091/6100091,,aglieriviaggi@tiscali.it,,Agenzia di viaggi,,Aglieri Turismo Viaggi e Crociere di Aglieri Ignazio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shopping
19,Jato Travel World,Via Ernesto Basile,80,90128,,Palermo,"38.106775399999997,13.353296500000001",091/573349,091/573338,,e.basile@jatotravel.it,www.jatotravel.it,Agenzia di viaggi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shopping
20,Aish Travel,Via Pacinotti Antonio,21,90145,,Palermo,"38.1270661,13.3361242",091/6811667,091/6823125,,info@aishtravel.com,,Agenzia di viaggi,,Ga.al. Viaggi S.n.c. di Migliazzo Alessio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shopping
21,Jetset,Piazza Don Luigi Sturzo,5,90139,,Palermo,"38.126140800000002,13.357747399999999",091/24006,091/32755,,jetset@viaggijetset.com,www.viaggijetset.com,Agenzia di viaggi,,Jetset S.p.A.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shopping
22,Journey Travel,Corso Calatafimi,705,90129,,Palermo,"38.1026886,13.3291126",091/20792,091/85678,,baykamtour@baykamtour.it,www.baykamtour.it,Agenzia di viaggi,,Baykam Tour S.n.c.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shopping
23,Albergheria Viaggi,Via Giuseppe Sciuti,140,90144,,Palermo,"38.137855299999998,13.339968900000001",091/301622,091/7307981,,info@albergheriaviaggi.com,www.albergheriaviaggi.com,Agenzia di viaggi,,Azimut Soc. Coop. a.r.l.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shopping
24,Kaimano Viaggi,Via Giuseppe Giusti,49,90144,,Palermo,"38.136863599999998,13.343211699999999",091/258885,091/40054,,info@bettravel.it,www.bettravel.it,Agenzia di viaggi,,BET Travel S.r.l.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shopping
38,Lele Viaggi,Via Giotto,36,90145,,Palermo,"38.130964300000002,13.3349753",091/865050,091/832779,,leleviaggi@tiscali.it,www.leleviaggi.it,Agenzia di viaggi,,Lele Viaggi di Gabriele Mancino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shopping
42,Marvida Viaggi e Turismo,Uffici Giudiziari Tribunale, Via Turrisi Nicolo',90138,,Palermo,"38.1187909,13.352388299999999",091/794310,091/794312,,info@marvidaviaggi.it,www.marvidaviaggi.it,Agenzia di viaggi,,Aleda e C. S.a.s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shopping
45,Mauritania Viaggi e Turismo,Via Generale Arimondi Giuseppe,2,90143,,Palermo,"38.135910099999997,13.3490272",091/269861,091/07505,,mauritaniaviaggi@libero.it,,Agenzia di viaggi,,Mauritania Viaggi di Orlando Debora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shopping
48,Melagodo Viaggi succ.,Via Dante Alighieri,66,90141,,Palermo,"38.123831600000003,13.351494600000001",091/123808,091/123808,,palermo@melagodoviaggi.it,,Agenzia di viaggi,,Southwards S.a.s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shopping
49,Mesotour,Via Giovanni Zappalà, 22-24,90145,,Palermo,"38.13789,13.33563",091/03445,091/03644,,info@mesotourviaggi.com,www.mesotourviaggi.com,Agenzia di viaggi,,Il Tuareg S.r.l.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shopping
50,Mesotour,Via Vittorio Emanuele,117,90133,,Palermo,"38.117692099999999,13.3663407",091/121476,091/093649,,sun_travel@libero.it,,Agenzia di viaggi,,Mesotour Viaggi Travel Network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shopping
51,Mister Holiday Filiale di Palermo,Via Uditore,12,90145,,Palermo,"38.129743499999996,13.325863699999999",091/297232,091/27463,,palermo@misterholiday.it,www.misterholiday.it,Agenzia di viaggi,,Mister Holiday S.r.l.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shopping
53,Mondolingua Tour,Lungomare C. Colombo,30,90142,,Palermo,"38.165511899999998,13.3675774",091/62058,091/311512,,mondo.lingua@tiscali.it,www.mondolingua.it,Agenzia di viaggi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shopping
54,Briaria Travel,Piazza San Francesco Saverio,3,90134,,Palermo,"38.109812300000002,13.358703200000001",091/9765138,091/9765138,,insideballaro@libero.it,,Agenzia di viaggi,,Briaria Travel di Marcel Berke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shopping
60,Norma Vacanze,Via Carbone a Partanna Mondello,139,90151,Mondello,Palermo,"38.197517400000002,13.315054099999999",091/840754,091/840330,,info@normavacanze.it,www.normavacanze.it,Agenzia di viaggi,,Norma Vacanze s.a.s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shopping
61,Calpia Viaggi,Via Maggiore Pietro Toselli,103,90143,,Palermo,"38.138834699999997,13.3508569",091/340966,091/6197967,,info@calpiaviaggi.com,,Agenzia di viaggi,,Pinguino Tour S.a.S.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shopping
64,Nuova Idea Viaggi,Via Isidoro la Lumia,56,90139,,Palermo,"38.127971899999999,13.3554171",091/33496,091/88852,,info@nuovaideaviaggi.it,www.nuovaideaviaggi.it,Agenzia di viaggi,,Nuova Idea Viaggi s.r.l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shopping
66,Cica Blu Viaggi,Via Terra Santa,12,90141,,Palermo,"38.128383599999999,13.345760500000001",091/7829192,091/6260639,,info@cicablu.com,www.cicablu.com,Agenzia di viaggi,,Ci.ca. S.r.l.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shopping
67,Oikistes Viaggi & Turismo,Corso C. Finocchiaro Aprile,165,90138,,Palermo,"38.118192800000003,13.3445052",091/026444,091/91069,,info@oikistes.191.it,www.oikistesviaggi.it,Agenzia di viaggi,,Oikistes Viaggi & Turismo by Spot s.r.l.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shopping
69,Cisalpina Tours - Vivere e Viaggiare,Via Siracusa,3,90141,,Palermo,"38.128034300000003,13.3526905",091/6252100,091/3809903,,palermo@vivereeviaggiare.it,www.cisalpina.it,Agenzia di viaggi,,Cisalpina Tours S.p.a.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shopping
70,Clamax Service,Via Domenico Scinà, 106B,90139,,Palermo,"38.128136,13.358768",091/6124088,091/6623406,,mesotour1@clamaxservice.191.it,,Agenzia di viaggi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shopping
71,Palma Nana,Via Archimede,56,90139,,Palermo,"38.130051899999998,13.3582736",091/434726,091/809837,,info@educazioneambientale.com,www.educazioneambientale.com,Agenzia di viaggi,,Soc. Coop. a.r.l.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shopping
73,Coffe Travel,P.zza Sant'Oliva, 43-44,90144,,Palermo,"38.123114000000001,13.3536932",091/7851896,091/7851896,,,,Agenzia di viaggi,,Capreri S.r.l.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shopping
74,Collage Turismo Viaggi e Vacanze,Via Umberto Giordano,37,90144,,Palermo,"38.134602400000013,13.339552299999999",091/6814222,091/6818309,,info@collageturismo.it,www.collageturismo.it,Agenzia di viaggi,,Collage Turismo S.r.l.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shopping
75,Pietro Barbaro,Via Principe di Belmonte,55,90139,,Palermo,"38.125092100000003,13.359980999999999",091/33333,091/29990,,info@pietrobarbaro.com,www.pietrobarbaro.com,Agenzia di viaggi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shopping
88,Scialo Viaggi,Via Luigi Pirandello,19,90144,,Palermo,"38.136688100000001,13.345746999999999",091/219096,091/264281,,info@scialoviaggi.it,www.scialoviaggi.it,Agenzia di viaggi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shopping
112,Fan Viaggi Forum,Via Pecoraino (c/o Centro Commerciale Forum), ,90124,,Palermo,"38.088639,13.412356",091/6212488,091/474421,,info@viaggi-forum.it,www.viaggi-forum.it,Agenzia di viaggi,,Viaggi Forum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shopping
113,Tourismondo,Via Ammiraglio Rizzo,50,90142,,Palermo,"38.143903899999998,13.3627322",091/315628,091/62446,,info@tourismondo.it,,Agenzia di viaggi,,Terre di Sicania Service Soc. Coop. a r.l.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shopping
130,Glintour,Via Ludovico Ariosto,14,90144,,Palermo,"38.134870399999997,13.3473083",091/6257300,091/348009,,glintour@libero.it,,Agenzia di viaggi,,Nuova Compagnia delle Indie di Arena R. & C. S.a.s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shopping
134,Villa Tasca Viaggi,Via Palmerino,24,90129,,Palermo,"38.099922500000012,13.3366676",091/89518,091/452797,,villatascaviaggi@gmail.com,,Agenzia di viaggi,,Villa Tasca Viaggi s.r.l.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shopping
5,Consolato del Bangladesh,Piazza Vittorio Emanuele Orlando,41,90141,,Palermo,"38.119466,13.352485",091/111484,091/111484,3356316148,studiolegaleditanto@libero.it,,Consolato,,,Bangladesh,Cav. Avv. Vincenzo Di Tanto Console Generale Onorario del Bangladesh,,"lunedi,martedi,mercoledi,giovedi,venerdi",16.30,18.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,govtbldgs
6,Consolato del Belgio,Via della Libertà,159,90143,,Palermo,"38.137881,13.34717",091/05132,091/47093,335 6209284,,,Consolato,,,Belgio,Barone Piervincenzo Mancuso Console Onorario del Belgio,,"lunedi,martedi,mercoledi,giovedi,venerdi",9.00,12.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,govtbldgs
7,Consolato del Brasile,Via Roma,386,90139,,Palermo,"38.123244499999998,13.3599423",091/88661,091/85155,,mancuso@infcom.it,,Consolato,,,Brasile,Sig. Paolo Mancuso Console Onorario del Brasile,,"lunedi,mercoledì,giovedì",16.00,18.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,govtbldgs
14,Consolato della Federazione Russa,Viale Orfeo,18,90149,,Palermo,"38.192783299999988,13.335224999999999",091/113970,091/114899,,visa@consolatorussopa.it,,Consolato,,,Federazione Russa,Dr. Vladimir Korotkov Console Generale della Federazione Russa Ministro Straordinario e Plenipotenziario Decano del Corpo Consolare,,"lunedi,martedi,giovedi",8.30,12.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,govtbldgs
17,Consolato di Danimarca,Via Scannaserpe,3,90146,,Palermo,"38.153841300000003,13.333885199999999",091/43506,091/372482,,hc@sikania.it,,Consolato,,,Danimarca,Sig.ra Hanne Elisabeth Frendrup Carstensen Castellucci Console Onorario della Danimarca Consigliere di Decanato,,"lunedi,martedi,mercoledi,giovedi,venerdi",9.00,18.00,chiusura: 13.00-16.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,govtbldgs
18,Consolato di Grecia,Via Noto,34,90141,,Palermo,"38.128896500000003,13.3486203",091/259541,091/08996,,congr.pa@issbi.org,,Consolato,,,Grecia,Prof.ssa Renata Lavagnini Console Onorario della Grecia,,"lunedi,martedi,mercoledi,giovedi,venerdi",9.00,13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,govtbldgs
19,Consolato di Lituania,Via Riccardo Wagner,9,90139,,Palermo,"38.124506500000003,13.358263000000001",091/093512 - 091589752,091/110983,,palmigiano@consolatolituania.com,,Consolato,,,Lituania,Avv. Alessandro Palmigiano Console Onorario della Repubblica di Lituania Consigliere di Decanato,,"lunedi,martedi,mercoledi,giovedi,venerdi",9.00,18.00,chiusura: 13.00-16.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,govtbldgs
20,Consolato del Lussemburgo,Via Siracusa,34,90141,,Palermo,"38.126931800000008,13.3504159",091/256218,091/256234,,bcc@studiobcc.it,,Consolato,,,Lussemburgo,Dr. Antonio Cosenz Console Onorario del Granducato del Lussemburgo Consigliere di Decanato,,"Lunedì,martedi,mercoledì,giovedi,venerdì",9.00,16.00,"chiusura: 12.00-16.00; martedi,giovedi: chiusura pomeridiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,govtbldgs
23,Consolato del Principato di Monaco,Via Principe di Villafranca,57,90141,,Palermo,"38.126499299999999,13.3510966",091/33901,091/33901,,consolatomonaco.palermo@virgilio.it,,Consolato,,,Principato di Monaco,Avv. Emanuele Bruno Console Onorario del Principato di Monaco,,"lunedi,martedi,mercoledi,giovedi,venerdi",14.30,17.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,govtbldgs
9,Consolato del Burkina Faso,Piazza Sant'Oliva,28,90141,,Palermo,"38.122976700000002,13.3533755",091/110329,,335 6309807,consoleburkfasopalermo@gmail.com,,Consolato,,,Burkina Faso,Dr. Antonio Tito Console Onorario di Burkina Faso,,martedi,15.00,19.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,govtbldgs
10,Consolato di Capo Verde,Via Selinunte,1,90141,,Palermo,"38.124216099999998,13.347871700000001",091/112144,091/120568,,capoverde@aacweb.it,,Consolato,,,Capo Verde,Avv. Antonietta Alongi Console Onorario di Capo Verde,,"lunedi,martedi,mercoledi,giovedi,venerdi",16.00,20.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,govtbldgs
11,Consolato del Cile,Via Emerico Amari,8,90139,,Palermo,"38.126786699999997,13.362000200000001",091/29744,091/113225,,consolatocilepa@gmail.com,,Consolato,,,Cile,Dr. Vincenzo Chiriaco Console Onorario del Cile,,"lunedi,martedi,mercoledi,giovedi,venerdi",9.00,19.00,chiusura: 13.00-15.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,govtbldgs
16,Consolato di Germania,Via Principe di Villafranca,33,90141,,Palermo,"38.125110399999997,13.351869300000001",091/820808,091/820808,,palermo@hkdipio.de,,Consolato,,,Germania,Dr. Vincenzo Militello Console Onorario della Repubblica Federale di Germania,,"lunedi, mercoledì, venerdì",9.00,12.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,govtbldgs
8,Consolato di Bulgaria,Via Principe Granatelli,86,90139,,Palermo,"38.1244309,13.3596849",091/015335,091/015314,,agostino.randazzo@randazzo.it,,Consolato,,,Bulgaria,Dr. Agostino Randazzo Console Onorario della Bulgaria,,"lunedi,martedi,mercoledi,giovedi,venerdi",9.00,17.30,-chiusura: 13.00-14.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,govtbldgs
13,Consolato di Costa D'Avorio,Via Mariano Stabile,136,90139,,Palermo,"38.123145000000001,13.3584931",091/32742,091/32742,,cotedivoireconspa@alice.it,,Consolato,,,Costa D'Avorio,Sig. Ferdinando Veneziani Console Onorario della Repubblica di Costa d'Avorio,,Mercoledì,9.00,18.00,13.00-15.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,govtbldgs
15,Consolato di Francia,Via Principe di Belmonte,101,90139,,Palermo,"38.123986000000002,13.3574377",091/83405,091/110299,,fsalernocardillo@notariato.it,,Consolato,,,Francia,Notaio Franco Salerno Cardillo Vice Console Onorario della Francia,,"lunedi,martedi,mercoledi,giovedi,venerdi",9.00,18.00,"lunedi,mercoledi,venerdi: chiusura 16.00-18.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,govtbldgs
22,Consolato del Marocco,Via Villa Verona,35,90100,,Palermo,"38.162822299999988,13.3243429",091/886023,091/881643,,c.g.m.-palermo@maec.gov.ma,,Consolato,,,Marocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,govtbldgs
24,Consolato di Norvegia,Via Emerico Amari,8,90139,,Palermo,"38.126786699999997,13.362000200000001",091/87377,091/07790,,tpandi@tin.it,,Consolato,,,Norvegia,Sig.ra Isabella Tagliavia Console Generale Onorario della Norvegia,,"lunedi,martedi,mercoledi,giovedi,venerdi",9.00,13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,govtbldgs
26,Consolato del Pakistan,Via Mariano Stabile,172,90139,,Palermo,"38.122781000000003,13.3572813",091/110910,091/111908,,consulatepakistan@tagliavia.com,,Consolato,,,Pakistan,Sig. Angelo Tagliavia Console Onorario del Pakistan,,"lunedi,martedi,mercoledi,giovedi,venerdi",9.00,12.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,govtbldgs
27,Consolato del Sovrano Militare Ordine di Malta,Via Pietro Bonanno,26,90142,,Palermo,"38.150226099999998,13.364035899999999",091/47414,091/316439,,degregoriopaolo@libero.it,,Consolato,,,Sovrano Militare Ordine di Malta,Marchese Prof. Paolo de Gregorio Partecipa al Corpo Consolare in qualità di Osservatore,,"lunedi,martedi,mercoledi,giovedi,venerdi",8.30,13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,govtbldgs
12,Consolato della Corea del Sud,Piazza Federico Chopin,13,90144,,Palermo,"38.135727899999999,13.337268",091/26178,178 2787334,,adifres@tin.it,,Consolato,,,Corea del Sud,Dr. Antonio Di Fresco Console Onorario della Corea del Sud Consigliere di Decanato,,"lunedi,martedi,mercoledi,giovedi,venerdi",9.30,12.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,govtbldgs
21,Consolato di Malta,Via Principe di Belmonte,55,90139,,Palermo,"38.125092100000003,13.359980999999999",091/33333,091/437388,,maltaconsul.palermo@gov.mt,,Consolato,,,Malta,Sig. Alfredo Barbaro Console Generale Onorario di Malta,,"lunedi,martedi,mercoledi,giovedi,venerdi",9.00,17.30,chiusura: 13.00-14.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,govtbldgs
28,Consolato di Spagna,Piazzale Ungheria,73,90141,,Palermo,"38.121481199999998,13.3550757",091/20954,091/83706,,info@studiocaramanna.it,,Consolato,,,Spagna,Avv. Ignazio Caramanna Console Onorario della Spagna,,"lunedi,martedi,mercoledi,giovedi,venerdi",9.00,19.00,chiusura: 13.00-16.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,govtbldgs
31,Consolato d' Ungheria,Viale delle Alpi,30,90144,,Palermo,"38.140910599999998,13.3353547",091/850947,091/850947,,msanta@iol.it,,Consolato,,,Ungheria,Sig.ra Adelaide Sotyi Santamarina Console Onorario dell'Ungheria,,"lunedi, mercoledì ,venerdi",9.00,12.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,govtbldgs
4,Consolato d' Austria,Via Leonardo Da Vinci,145,90145,,Palermo,"38.129580799999999,13.3330377",091/825696,,,consolatoaustria.pa@hotmail.it,,Consolato,,,Austria,Dr.ssa Irene Salcher-Cillari Console Onorario dell'Austria Segretario Generale del Corpo Consolare,,"lunedi,martedi,mercoledi,giovedi,venerdi",16.30,18.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,govtbldgs
25,Consolato dei Paesi Bassi,Via Trapani, 1D,90141,,Palermo,"38.127545599999998,13.353263500000001",091/306005,091/304028,,s.deluca@esterminal.com,,Consolato,,,Paesi Bassi,Dr. Salvatore De Luca Console Onorario dei Paesi Bassi,,"lunedi,martedi,mercoledi,giovedi,venerdi",9.00,12.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,govtbldgs
29,Consolato degli Stati Uniti D'America,Via Giovan Battista Vaccarini,1,90143,,Palermo,"38.140988700000001,13.3486487",091/05857,091/256026,,cucinellab@state.gov,,Consolato,,,Stati Uniti D'America,Dr.ssa Barbara Cucinella Agente Consolare Onorario degli U.S.A. Vice Decano del Corpo Consolare,,"lunedi,martedi,mercoledi,giovedi,venerdi",9.00,12.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,govtbldgs
